show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_min,seasons,primary_genre
s100148,Movie,Title 0149,Unknown,Unknown,United Kingdom,2019-12-20,1987,TV-MA,83 min,Thrillers,A Netflix title used for portfolio analytics.,2019,12,83.0,,Thrillers
s100149,Movie,Title 0150,Unknown,Unknown,India,2014-04-30,1982,TV-MA,111 min,TV Dramas,A Netflix title used for portfolio analytics.,2014,4,111.0,,TV Dramas
s100150,Movie,Title 0151,Unknown,Unknown,United Kingdom,2012-03-16,2017,PG,110 min,Documentaries,A Netflix title used for portfolio analytics.,2012,3,110.0,,Documentaries
s100151,Movie,Title 0152,Director A,Unknown,Unknown,2016-09-15,2013,TV-MA,111 min,Documentaries,A Netflix title used for portfolio analytics.,2016,9,111.0,,Documentaries
s100152,TV Show,Title 0153,Unknown,Unknown,United States,2011-09-25,1988,TV-MA,2 Seasons,"Dramas, TV Comedies",A Netflix title used for portfolio analytics.,2011,9,,2.0,Dramas
s100153,Movie,Title 0154,Unknown,Unknown,United States,2016-02-25,2016,TV-14,98 min,Thrillers,A Netflix title used for portfolio analytics.,2016,2,98.0,,Thrillers
s100154,Movie,Title 0155,Unknown,"Actor A, Actor B",Canada,2011-10-11,2001,PG-13,76 min,Horror Movies,A Netflix title used for portfolio analytics.,2011,10,76.0,,Horror Movies
s100155,Movie,Title 0156,Unknown,Unknown,United States,2009-12-23,2009,G,127 min,Romantic Movies,A Netflix title used for portfolio analytics.,2009,12,127.0,,Romantic Movies
s100156,Movie,Title 0157,Unknown,Unknown,United States,2011-05-08,2004,TV-14,101 min,International Movies,A Netflix title used for portfolio analytics.,2011,5,101.0,,International Movies
s100157,TV Show,Title 0158,Unknown,Unknown,United States,2015-10-11,2014,R,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2015,10,,2.0,TV Dramas
s100158,TV Show,Title 0159,Director X,Unknown,Spain,2014-04-21,2007,TV-Y,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2014,4,,3.0,Action & Adventure
s100159,Movie,Title 0160,Director N,"Actor A, Actor B","Mexico, Germany",2015-07-25,1995,PG-13,133 min,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.,2015,7,133.0,,Action & Adventure
s100160,Movie,Title 0161,Unknown,Unknown,Canada,2020-10-02,2010,TV-14,110 min,Kids' TV,A Netflix title used for portfolio analytics.,2020,10,110.0,,Kids' TV
s100161,TV Show,Title 0162,Director T,Unknown,United States,2019-01-01,1988,TV-PG,5 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2019,1,,5.0,Horror Movies
s100162,TV Show,Title 0163,Unknown,Unknown,United States,2016-11-27,2008,TV-14,3 Seasons,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.,2016,11,,3.0,Action & Adventure
s100163,Movie,Title 0164,Director X,Unknown,Japan,2019-04-28,2005,TV-MA,114 min,International Movies,A Netflix title used for portfolio analytics.,2019,4,114.0,,International Movies
s100164,TV Show,Title 0165,Director D,"Actor A, Actor B","United States, Turkey",2016-09-01,1998,TV-MA,2 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2016,9,,2.0,Horror Movies
s100165,TV Show,Title 0166,Director F,Unknown,India,2008-04-23,2002,TV-14,4 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2008,4,,4.0,Romantic Movies
s100166,Movie,Title 0167,Director R,"Actor A, Actor B",Mexico,2010-05-19,2015,TV-14,96 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.,2010,5,96.0,,TV Dramas
s100167,TV Show,Title 0168,Unknown,"Actor A, Actor B","Canada, United States",2014-10-24,2012,TV-MA,5 Seasons,"Dramas, Horror Movies",A Netflix title used for portfolio analytics.,2014,10,,5.0,Dramas
s100168,Movie,Title 0169,Unknown,"Actor A, Actor B",Thailand,2009-11-10,1985,TV-PG,118 min,"Action & Adventure, Horror Movies, Thrillers",A Netflix title used for portfolio analytics.,2009,11,118.0,,Action & Adventure
s100169,Movie,Title 0170,Unknown,Unknown,"Australia, Japan",2018-10-24,1999,TV-14,77 min,Romantic Movies,A Netflix title used for portfolio analytics.,2018,10,77.0,,Romantic Movies
s100170,Movie,Title 0171,Unknown,Unknown,"United Kingdom, France",2009-07-14,2014,TV-G,86 min,Comedies,A Netflix title used for portfolio analytics.,2009,7,86.0,,Comedies
s100171,Movie,Title 0172,Director T,Unknown,Germany,2012-06-01,2012,TV-Y7,73 min,Thrillers,A Netflix title used for portfolio analytics.,2012,6,73.0,,Thrillers
s100172,TV Show,Title 0173,Unknown,Unknown,United States,2014-09-10,2015,PG,7 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2014,9,,7.0,Horror Movies
s100173,Movie,Title 0174,Unknown,"Actor A, Actor B",United States,2011-03-02,1997,UR,88 min,"Comedies, Thrillers",A Netflix title used for portfolio analytics.,2011,3,88.0,,Comedies
s100174,Movie,Title 0175,Unknown,Unknown,India,2008-11-04,2017,TV-MA,119 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.,2008,11,119.0,,TV Dramas
s100175,Movie,Title 0176,Director P,Unknown,Spain,2018-08-02,2019,TV-MA,81 min,International Movies,A Netflix title used for portfolio analytics.,2018,8,81.0,,International Movies
s100176,Movie,Title 0177,Unknown,"Actor A, Actor B",United States,2010-11-02,1986,TV-14,100 min,Romantic Movies,A Netflix title used for portfolio analytics.,2010,11,100.0,,Romantic Movies
s100177,Movie,Title 0178,Director S,Unknown,Thailand,2009-07-18,2014,R,90 min,"Comedies, International Movies",A Netflix title used for portfolio analytics.,2009,7,90.0,,Comedies
s100178,Movie,Title 0179,Director U,Unknown,Germany,2015-12-24,1999,TV-MA,79 min,Kids' TV,A Netflix title used for portfolio analytics.,2015,12,79.0,,Kids' TV
s100179,Movie,Title 0180,Unknown,Unknown,Mexico,2010-06-17,1993,PG-13,123 min,Dramas,A Netflix title used for portfolio analytics.,2010,6,123.0,,Dramas
s100180,Movie,Title 0181,Director L,Unknown,United States,2020-03-12,2012,R,112 min,Kids' TV,A Netflix title used for portfolio analytics.,2020,3,112.0,,Kids' TV
s100181,Movie,Title 0182,Unknown,Unknown,South Korea,2008-10-09,2009,TV-MA,61 min,International Movies,A Netflix title used for portfolio analytics.,2008,10,61.0,,International Movies
s100182,TV Show,Title 0183,Unknown,Unknown,United States,2011-09-24,2003,TV-MA,6 Seasons,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.,2011,9,,6.0,Horror Movies
s100183,Movie,Title 0184,Unknown,Unknown,United States,2010-07-17,2015,TV-14,118 min,Documentaries,A Netflix title used for portfolio analytics.,2010,7,118.0,,Documentaries
s100184,Movie,Title 0185,Unknown,Unknown,United States,2020-12-13,2016,NR,76 min,Dramas,A Netflix title used for portfolio analytics.,2020,12,76.0,,Dramas
s100185,Movie,Title 0186,Unknown,"Actor A, Actor B",United States,2012-10-19,2014,TV-MA,92 min,Kids' TV,A Netflix title used for portfolio analytics.,2012,10,92.0,,Kids' TV
s100186,Movie,Title 0187,Director E,Unknown,"United States, Turkey",2017-06-16,2013,TV-PG,119 min,International TV Shows,A Netflix title used for portfolio analytics.,2017,6,119.0,,International TV Shows
s100187,Movie,Title 0188,Director D,"Actor A, Actor B",Nigeria,2008-01-30,1978,TV-14,116 min,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.,2008,1,116.0,,Action & Adventure
s100188,TV Show,Title 0189,Unknown,Unknown,India,2017-09-01,1985,TV-Y,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2017,9,,5.0,Kids' TV
s100189,TV Show,Title 0190,Unknown,Unknown,"United States, India",2012-06-07,2002,TV-PG,3 Seasons,International Movies,A Netflix title used for portfolio analytics.,2012,6,,3.0,International Movies
s100190,Movie,Title 0191,Director L,"Actor A, Actor B",Australia,2019-06-21,1998,TV-MA,95 min,Kids' TV,A Netflix title used for portfolio analytics.,2019,6,95.0,,Kids' TV
s100191,Movie,Title 0192,Unknown,Unknown,"India, Italy",2020-03-25,1987,UR,77 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,3,77.0,,Horror Movies
s100192,Movie,Title 0193,Unknown,Unknown,"United States, Brazil",2016-10-13,2011,R,152 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.,2016,10,152.0,,Documentaries
s100193,Movie,Title 0194,Unknown,"Actor A, Actor B",Turkey,2009-05-19,2010,TV-Y7,118 min,"Documentaries, International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.,2009,5,118.0,,Documentaries
s100194,Movie,Title 0195,Unknown,"Actor A, Actor B",United States,2008-02-17,2017,TV-14,116 min,Dramas,A Netflix title used for portfolio analytics.,2008,2,116.0,,Dramas
s100195,Movie,Title 0196,Unknown,Unknown,United States,2017-06-05,2018,TV-MA,74 min,TV Dramas,A Netflix title used for portfolio analytics.,2017,6,74.0,,TV Dramas
s100196,TV Show,Title 0197,Director R,Unknown,United States,2017-02-01,2015,TV-G,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2017,2,,2.0,Kids' TV
s100197,Movie,Title 0198,Director Y,Unknown,Thailand,2013-10-25,2012,TV-MA,69 min,Documentaries,A Netflix title used for portfolio analytics.,2013,10,69.0,,Documentaries
s100198,Movie,Title 0199,Unknown,Unknown,Unknown,2018-09-10,2002,TV-MA,93 min,"Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.,2018,9,93.0,,Stand-Up Comedy
s100199,Movie,Title 0200,Unknown,Unknown,India,2009-01-24,1986,TV-Y7,47 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2009,1,47.0,,Action & Adventure
s100200,TV Show,Title 0201,Unknown,Unknown,India,2019-10-28,2006,TV-Y,3 Seasons,Dramas,A Netflix title used for portfolio analytics.,2019,10,,3.0,Dramas
s100201,Movie,Title 0202,Unknown,"Actor A, Actor B",France,2008-04-04,2017,TV-PG,107 min,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.,2008,4,107.0,,Romantic Movies
s100202,TV Show,Title 0203,Director D,Unknown,United States,2017-03-04,1993,PG,3 Seasons,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.,2017,3,,3.0,Action & Adventure
s100203,TV Show,Title 0204,Unknown,Unknown,Brazil,2014-06-04,2008,R,2 Seasons,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.,2014,6,,2.0,Romantic Movies
s100204,Movie,Title 0205,Unknown,Unknown,"United States, Australia",2018-10-12,2002,TV-14,66 min,Documentaries,A Netflix title used for portfolio analytics.,2018,10,66.0,,Documentaries
s100205,Movie,Title 0206,Director E,Unknown,United States,2014-07-28,2013,TV-MA,55 min,Romantic Movies,A Netflix title used for portfolio analytics.,2014,7,55.0,,Romantic Movies
s100206,Movie,Title 0207,Unknown,Unknown,"United Kingdom, Thailand",2016-06-04,2007,TV-MA,111 min,International TV Shows,A Netflix title used for portfolio analytics.,2016,6,111.0,,International TV Shows
s100207,TV Show,Title 0208,Unknown,"Actor A, Actor B",United States,2015-05-30,1981,NR,5 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2015,5,,5.0,Romantic Movies
s100208,Movie,Title 0209,Unknown,Unknown,Nigeria,2013-06-02,2004,PG-13,85 min,International TV Shows,A Netflix title used for portfolio analytics.,2013,6,85.0,,International TV Shows
s100209,Movie,Title 0210,Unknown,"Actor A, Actor B",India,2010-07-10,2004,TV-14,119 min,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.,2010,7,119.0,,Comedies
s100210,TV Show,Title 0211,Unknown,Unknown,United States,2017-08-28,2003,TV-MA,4 Seasons,Dramas,A Netflix title used for portfolio analytics.,2017,8,,4.0,Dramas
s100211,TV Show,Title 0212,Unknown,Unknown,United Kingdom,2014-02-04,2010,TV-MA,1 Season,Romantic Movies,A Netflix title used for portfolio analytics.,2014,2,,1.0,Romantic Movies
s100212,Movie,Title 0213,Director V,Unknown,"United States, Spain",2018-08-03,1998,TV-MA,117 min,"Horror Movies, International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.,2018,8,117.0,,Horror Movies
s100213,Movie,Title 0214,Unknown,Unknown,United Kingdom,2013-11-29,2007,TV-MA,88 min,Comedies,A Netflix title used for portfolio analytics.,2013,11,88.0,,Comedies
s100214,Movie,Title 0215,Unknown,Unknown,United States,2013-01-02,2000,TV-14,114 min,Comedies,A Netflix title used for portfolio analytics.,2013,1,114.0,,Comedies
s100215,TV Show,Title 0216,Unknown,Unknown,United States,2018-08-09,2000,TV-MA,4 Seasons,Comedies,A Netflix title used for portfolio analytics.,2018,8,,4.0,Comedies
s100216,TV Show,Title 0217,Unknown,Unknown,Japan,2010-10-09,2000,TV-Y,6 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2010,10,,6.0,Action & Adventure
s100217,Movie,Title 0218,Unknown,"Actor A, Actor B",United States,2008-02-14,2007,TV-Y,70 min,Dramas,A Netflix title used for portfolio analytics.,2008,2,70.0,,Dramas
s100218,TV Show,Title 0219,Director A,"Actor A, Actor B",India,2019-10-03,1986,TV-14,3 Seasons,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.,2019,10,,3.0,Action & Adventure
s100219,Movie,Title 0220,Unknown,Unknown,"India, United Kingdom",2014-06-24,2009,TV-14,94 min,Thrillers,A Netflix title used for portfolio analytics.,2014,6,94.0,,Thrillers
s100220,Movie,Title 0221,Unknown,Unknown,"Germany, United Kingdom",2018-04-10,1992,TV-MA,105 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2018,4,105.0,,International TV Shows
s100221,Movie,Title 0222,Director S,Unknown,Turkey,2008-09-12,2010,TV-MA,114 min,International Movies,A Netflix title used for portfolio analytics.,2008,9,114.0,,International Movies
s100222,Movie,Title 0223,Director V,Unknown,Australia,2014-09-15,2011,TV-PG,133 min,Kids' TV,A Netflix title used for portfolio analytics.,2014,9,133.0,,Kids' TV
s100223,Movie,Title 0224,Unknown,"Actor A, Actor B",South Korea,2008-10-05,1987,TV-MA,127 min,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.,2008,10,127.0,,Documentaries
s100224,TV Show,Title 0225,Unknown,Unknown,United States,2014-02-05,2016,TV-G,3 Seasons,"Comedies, Thrillers",A Netflix title used for portfolio analytics.,2014,2,,3.0,Comedies
s100225,Movie,Title 0226,Unknown,Unknown,"United States, Mexico",2009-04-14,1986,TV-14,64 min,Kids' TV,A Netflix title used for portfolio analytics.,2009,4,64.0,,Kids' TV
s100226,Movie,Title 0227,Unknown,Unknown,United States,2019-09-12,2002,TV-14,104 min,"Dramas, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2019,9,104.0,,Dramas
s100227,Movie,Title 0228,Director R,"Actor A, Actor B","United States, Italy",2014-03-16,2002,TV-14,86 min,Action & Adventure,A Netflix title used for portfolio analytics.,2014,3,86.0,,Action & Adventure
s100228,TV Show,Title 0229,Director W,Unknown,India,2010-04-25,1981,TV-PG,3 Seasons,International Movies,A Netflix title used for portfolio analytics.,2010,4,,3.0,International Movies
s100229,TV Show,Title 0230,Director H,"Actor A, Actor B",United States,2014-09-08,2014,R,3 Seasons,Dramas,A Netflix title used for portfolio analytics.,2014,9,,3.0,Dramas
s100230,Movie,Title 0231,Director V,Unknown,United States,2015-11-10,1976,TV-MA,91 min,Dramas,A Netflix title used for portfolio analytics.,2015,11,91.0,,Dramas
s100231,Movie,Title 0232,Unknown,"Actor A, Actor B",United States,2014-08-26,1987,TV-Y7,107 min,International TV Shows,A Netflix title used for portfolio analytics.,2014,8,107.0,,International TV Shows
s100232,TV Show,Title 0233,Unknown,Unknown,"India, Australia",2016-11-04,2005,R,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2016,11,,3.0,Kids' TV
s100233,Movie,Title 0234,Unknown,"Actor A, Actor B","United States, Germany",2017-07-30,2010,TV-MA,106 min,Romantic Movies,A Netflix title used for portfolio analytics.,2017,7,106.0,,Romantic Movies
s100234,TV Show,Title 0235,Director G,Unknown,United States,2008-04-04,2004,PG-13,8 Seasons,Comedies,A Netflix title used for portfolio analytics.,2008,4,,8.0,Comedies
s100235,Movie,Title 0236,Director X,"Actor A, Actor B",United Kingdom,2009-10-23,2018,TV-MA,107 min,Comedies,A Netflix title used for portfolio analytics.,2009,10,107.0,,Comedies
s100236,Movie,Title 0237,Director R,"Actor A, Actor B",South Korea,2009-05-13,2005,TV-14,90 min,Kids' TV,A Netflix title used for portfolio analytics.,2009,5,90.0,,Kids' TV
s100237,Movie,Title 0238,Unknown,"Actor A, Actor B",Turkey,2010-08-01,2018,TV-14,82 min,"Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.,2010,8,82.0,,Horror Movies
s100238,Movie,Title 0239,Unknown,Unknown,South Korea,2015-03-03,1991,TV-MA,97 min,International Movies,A Netflix title used for portfolio analytics.,2015,3,97.0,,International Movies
s100239,Movie,Title 0240,Director O,"Actor A, Actor B",United States,2020-10-02,2008,TV-14,102 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2020,10,102.0,,Documentaries
s100240,TV Show,Title 0241,Unknown,Unknown,Spain,2015-01-17,2004,TV-Y7,6 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2015,1,,6.0,Documentaries
s100241,Movie,Title 0242,Unknown,"Actor A, Actor B",Australia,2010-06-13,2001,R,135 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2010,6,135.0,,Action & Adventure
s100242,TV Show,Title 0243,Director N,"Actor A, Actor B",Australia,2011-09-21,2001,TV-MA,3 Seasons,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.,2011,9,,3.0,International Movies
s100243,TV Show,Title 0244,Director J,Unknown,United Kingdom,2016-03-19,2011,TV-MA,3 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2016,3,,3.0,International TV Shows
s100244,Movie,Title 0245,Unknown,Unknown,"Canada, Turkey",2012-04-27,1976,PG-13,73 min,Romantic Movies,A Netflix title used for portfolio analytics.,2012,4,73.0,,Romantic Movies
s100245,Movie,Title 0246,Unknown,Unknown,United States,2020-01-15,1995,TV-14,78 min,Romantic Movies,A Netflix title used for portfolio analytics.,2020,1,78.0,,Romantic Movies
s100246,Movie,Title 0247,Unknown,Unknown,Germany,2020-02-27,2007,TV-MA,98 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.,2020,2,98.0,,TV Dramas
