show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s100181,Movie,Title 0182,Unknown,Unknown,South Korea,2008-10-09,2009,TV-MA,61 min,International Movies,A Netflix title used for portfolio analytics.
s100182,TV Show,Title 0183,Unknown,Unknown,United States,2011-09-24,2003,TV-MA,6 Seasons,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.
s100183,Movie,Title 0184,Unknown,Unknown,United States,2010-07-17,2015,TV-14,118 min,Documentaries,A Netflix title used for portfolio analytics.
s100184,Movie,Title 0185,Unknown,Unknown,United States,2020-12-13,2016,NR,76 min,Dramas,A Netflix title used for portfolio analytics.
s100185,Movie,Title 0186,Unknown,"Actor A, Actor B",United States,2012-10-19,2014,TV-MA,92 min,Kids' TV,A Netflix title used for portfolio analytics.
s100186,Movie,Title 0187,Director E,Unknown,"United States, Turkey",2017-06-16,2013,TV-PG,119 min,International TV Shows,A Netflix title used for portfolio analytics.
s100187,Movie,Title 0188,Director D,"Actor A, Actor B",Nigeria,2008-01-30,1978,TV-14,116 min,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.
s100188,TV Show,Title 0189,Unknown,Unknown,India,2017-09-01,1985,TV-Y,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s100189,TV Show,Title 0190,Unknown,Unknown,"United States, India",2012-06-07,2002,TV-PG,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s100190,Movie,Title 0191,Director L,"Actor A, Actor B",Australia,2019-06-21,1998,TV-MA,95 min,Kids' TV,A Netflix title used for portfolio analytics.
s100191,Movie,Title 0192,Unknown,Unknown,"India, Italy",2020-03-25,1987,UR,77 min,Horror Movies,A Netflix title used for portfolio analytics.
s100192,Movie,Title 0193,Unknown,Unknown,"United States, Brazil",2016-10-13,2011,R,152 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.
s100193,Movie,Title 0194,Unknown,"Actor A, Actor B",Turkey,2009-05-19,2010,TV-Y7,118 min,"Documentaries, International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.
s100194,Movie,Title 0195,Unknown,"Actor A, Actor B",United States,2008-02-17,2017,TV-14,116 min,Dramas,A Netflix title used for portfolio analytics.
s100195,Movie,Title 0196,Unknown,Unknown,United States,2017-06-05,2018,TV-MA,74 min,TV Dramas,A Netflix title used for portfolio analytics.
s100196,TV Show,Title 0197,Director R,Unknown,United States,2017-02-01,2015,TV-G,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s100197,Movie,Title 0198,Director Y,Unknown,Thailand,2013-10-25,2012,TV-MA,69 min,Documentaries,A Netflix title used for portfolio analytics.
s100198,Movie,Title 0199,Unknown,Unknown,,2018-09-10,2002,TV-MA,93 min,"Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.
s100199,Movie,Title 0200,Unknown,Unknown,India,2009-01-24,1986,TV-Y7,47 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s100200,TV Show,Title 0201,Unknown,Unknown,India,2019-10-28,2006,TV-Y,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s100201,Movie,Title 0202,Unknown,"Actor A, Actor B",France,2008-04-04,2017,TV-PG,107 min,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.
s100202,TV Show,Title 0203,Director D,Unknown,United States,2017-03-04,1993,PG,3 Seasons,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.
s100203,TV Show,Title 0204,Unknown,Unknown,Brazil,2014-06-04,2008,R,2 Seasons,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.
s100204,Movie,Title 0205,Unknown,Unknown,"United States, Australia",2018-10-12,2002,TV-14,66 min,Documentaries,A Netflix title used for portfolio analytics.
s100205,Movie,Title 0206,Director E,Unknown,United States,2014-07-28,2013,TV-MA,55 min,Romantic Movies,A Netflix title used for portfolio analytics.
s100206,Movie,Title 0207,Unknown,Unknown,"United Kingdom, Thailand",2016-06-04,2007,TV-MA,111 min,International TV Shows,A Netflix title used for portfolio analytics.
s100207,TV Show,Title 0208,Unknown,"Actor A, Actor B",United States,2015-05-30,1981,NR,5 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.
s100208,Movie,Title 0209,Unknown,Unknown,Nigeria,2013-06-02,2004,PG-13,85 min,International TV Shows,A Netflix title used for portfolio analytics.
s100209,Movie,Title 0210,Unknown,"Actor A, Actor B",India,2010-07-10,2004,TV-14,119 min,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.
s100210,TV Show,Title 0211,Unknown,Unknown,United States,2017-08-28,2003,TV-MA,4 Seasons,Dramas,A Netflix title used for portfolio analytics.
s100211,TV Show,Title 0212,Unknown,Unknown,United Kingdom,2014-02-04,2010,TV-MA,1 Season,Romantic Movies,A Netflix title used for portfolio analytics.
s100212,Movie,Title 0213,Director V,Unknown,"United States, Spain",2018-08-03,1998,TV-MA,117 min,"Horror Movies, International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.
s100213,Movie,Title 0214,Unknown,Unknown,United Kingdom,2013-11-29,2007,TV-MA,88 min,Comedies,A Netflix title used for portfolio analytics.
s100214,Movie,Title 0215,Unknown,Unknown,United States,2013-01-02,2000,TV-14,114 min,Comedies,A Netflix title used for portfolio analytics.
s100215,TV Show,Title 0216,Unknown,Unknown,United States,2018-08-09,2000,TV-MA,4 Seasons,Comedies,A Netflix title used for portfolio analytics.
s100216,TV Show,Title 0217,Unknown,Unknown,Japan,2010-10-09,2000,TV-Y,6 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s100217,Movie,Title 0218,Unknown,"Actor A, Actor B",United States,2008-02-14,2007,TV-Y,70 min,Dramas,A Netflix title used for portfolio analytics.
s100218,TV Show,Title 0219,Director A,"Actor A, Actor B",India,2019-10-03,1986,TV-14,3 Seasons,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.
s100219,Movie,Title 0220,Unknown,Unknown,"India, United Kingdom",2014-06-24,2009,TV-14,94 min,Thrillers,A Netflix title used for portfolio analytics.
s100220,Movie,Title 0221,Unknown,Unknown,"Germany, United Kingdom",2018-04-10,1992,TV-MA,105 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.
s100221,Movie,Title 0222,Director S,Unknown,Turkey,2008-09-12,2010,TV-MA,114 min,International Movies,A Netflix title used for portfolio analytics.
s100222,Movie,Title 0223,Director V,Unknown,Australia,2014-09-15,2011,TV-PG,133 min,Kids' TV,A Netflix title used for portfolio analytics.
s100223,Movie,Title 0224,Unknown,"Actor A, Actor B",South Korea,2008-10-05,1987,TV-MA,127 min,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.
s100224,TV Show,Title 0225,Unknown,Unknown,United States,2014-02-05,2016,TV-G,3 Seasons,"Comedies, Thrillers",A Netflix title used for portfolio analytics.
s100225,Movie,Title 0226,Unknown,Unknown,"United States, Mexico",2009-04-14,1986,TV-14,64 min,Kids' TV,A Netflix title used for portfolio analytics.
s100226,Movie,Title 0227,Unknown,Unknown,United States,2019-09-12,2002,TV-14,104 min,"Dramas, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s100227,Movie,Title 0228,Director R,"Actor A, Actor B","United States, Italy",2014-03-16,2002,TV-14,86 min,Action & Adventure,A Netflix title used for portfolio analytics.
s100228,TV Show,Title 0229,Director W,Unknown,INDIA,2010-04-25,1981,TV-PG,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s100229,TV Show,Title 0230,Director H,"Actor A, Actor B",United States,2014-09-08,2014,R,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s100230,Movie,Title 0231,Director V,Unknown,United States,2015-11-10,1976,TV-MA,91 min,Dramas,A Netflix title used for portfolio analytics.
s100231,Movie,Title 0232,Unknown,"Actor A, Actor B",United States,2014-08-26,1987,TV-Y7,107 min,International TV Shows,A Netflix title used for portfolio analytics.
s100232,TV Show,Title 0233,Unknown,Unknown,"India, Australia",2016-11-04,2005,R,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s100233,Movie,Title 0234,Unknown,"Actor A, Actor B","United States, Germany",2017-07-30,2010,TV-MA,106 min,Romantic Movies,A Netflix title used for portfolio analytics.
s100234,TV Show,Title 0235,Director G,Unknown,United States,2008-04-04,2004,PG-13,8 Seasons,Comedies,A Netflix title used for portfolio analytics.
s100235,Movie,Title 0236,Director X,"Actor A, Actor B",United Kingdom,2009-10-23,2018,TV-MA,107 min,Comedies,A Netflix title used for portfolio analytics.
s100236,Movie,Title 0237,Director R,"Actor A, Actor B",South Korea,2009-05-13,2005,TV-14,90 min,Kids' TV,A Netflix title used for portfolio analytics.
s100237,Movie,Title 0238,Unknown,"Actor A, Actor B",Turkey,2010-08-01,2018,TV-14,82 min,"Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.
s100238,Movie,Title 0239,Unknown,Unknown,South Korea,2015-03-03,1991,TV-MA,97 min,International Movies,A Netflix title used for portfolio analytics.
s100239,Movie,Title 0240,Director O,"Actor A, Actor B",United States,2020-10-02,2008,TV-14,102 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.
s100240,TV Show,Title 0241,Unknown,Unknown,Spain,2015-01-17,2004,TV-Y7,6 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s100241,Movie,Title 0242,Unknown,"Actor A, Actor B",Australia,2010-06-13,2001,R,135 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s100242,TV Show,Title 0243,Director N,"Actor A, Actor B",Australia,2011-09-21,2001,TV-MA,3 Seasons,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.
s100243,TV Show,Title 0244,Director J,Unknown,United Kingdom,2016-03-19,2011,TV-MA,3 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s100244,Movie,Title 0245,Unknown,Unknown,"Canada, Turkey",2012-04-27,1976,PG-13,73 min,Romantic Movies,A Netflix title used for portfolio analytics.
s100245,Movie,Title 0246,Unknown,Unknown,UNITED STATES,2020-01-15,1995,TV-14,78 min,Romantic Movies,A Netflix title used for portfolio analytics.
s100246,Movie,Title 0247,Unknown,Unknown,Germany,2020-02-27,2007,TV-MA,98 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.
s100247,TV Show,Title 0248,Unknown,Unknown,United States,2015-11-19,2001,TV-Y,4 Seasons,Comedies,A Netflix title used for portfolio analytics.
s100248,Movie,Title 0249,Director F,Unknown,Thailand,2012-02-04,1998,TV-MA,92 min,Comedies,A Netflix title used for portfolio analytics.
s100249,Movie,Title 0250,Unknown,Unknown,India,2015-11-27,2014,PG,41 min,Horror Movies,A Netflix title used for portfolio analytics.
s100250,TV Show,Title 0251,Director O,"Actor A, Actor B","United States, France",2011-03-03,2012,R,2 Seasons,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.
s100251,Movie,Title 0252,Director C,Unknown,"Italy, Australia",2013-09-24,2014,TV-MA,78 min,Horror Movies,A Netflix title used for portfolio analytics.
s100252,Movie,Title 0253,Unknown,Unknown,"Canada, Japan",2016-05-16,2010,TV-14,129 min,Kids' TV,A Netflix title used for portfolio analytics.
s100253,Movie,Title 0254,Unknown,"Actor A, Actor B","Italy, France",2017-01-23,1998,TV-PG,98 min,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.
s100254,Movie,Title 0255,Unknown,Unknown,United States,2012-08-14,2012,R,133 min,Thrillers,A Netflix title used for portfolio analytics.
s100255,TV Show,Title 0256,Unknown,Unknown,"Japan, Mexico",2010-01-08,2015,TV-MA,5 Seasons,"International Movies, International TV Shows, Romantic Movies",A Netflix title used for portfolio analytics.
s100256,Movie,Title 0257,Unknown,Unknown,"United States, Canada",2020-10-28,2000,TV-MA,121 min,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.
s100257,TV Show,Title 0258,Director X,Unknown,Nigeria,2019-04-02,2007,TV-14,4 Seasons,Dramas,A Netflix title used for portfolio analytics.
s100258,Movie,Title 0259,Director F,Unknown,"India, Nigeria",,2013,TV-MA,120 min,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s100259,Movie,Title 0260,Director W,"Actor A, Actor B",United States,,2004,TV-MA,79 min,"Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.
s100260,TV Show,Title 0261,Unknown,Unknown,"United States, India",2011-03-21,1999,R,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s100261,Movie,Title 0262,Unknown,"Actor A, Actor B",Nigeria,2012-01-31,2008,TV-MA,80 min,International TV Shows,A Netflix title used for portfolio analytics.
s100262,Movie,Title 0263,Unknown,Unknown,United States,2017-12-09,2019,TV-PG,85 min,"Documentaries, Horror Movies, Kids' TV",A Netflix title used for portfolio analytics.
s100263,TV Show,Title 0264,Unknown,Unknown,United States,2018-10-04,2012,TV-14,2 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.
s100264,Movie,Title 0265,Unknown,Unknown,Germany,2010-02-22,1993,PG,52 min,Romantic Movies,A Netflix title used for portfolio analytics.
s100265,Movie,Title 0266,Unknown,Unknown,Canada,2008-07-09,2013,PG-13,77 min,Kids' TV,A Netflix title used for portfolio analytics.
s100266,TV Show,Title 0267,Unknown,"Actor A, Actor B",UNITED STATES,2012-10-18,1988,TV-14,5 Seasons,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.
s100267,Movie,Title 0268,Director M,"Actor A, Actor B",United States,2009-11-15,2011,TV-MA,74 min,International TV Shows,A Netflix title used for portfolio analytics.
s100268,TV Show,Title 0269,Unknown,Unknown,Germany,2020-12-07,2007,TV-MA,2 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s100269,Movie,Title 0270,Director E,"Actor A, Actor B",South Korea,2011-03-27,2006,TV-MA,40 min,"International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.
s100270,Movie,Title 0271,Unknown,Unknown,United States,,2010,R,110 min,Thrillers,A Netflix title used for portfolio analytics.
s100271,Movie,Title 0272,Director F,"Actor A, Actor B","United States, Turkey",2016-08-18,2010,TV-14,84 min,International Movies,A Netflix title used for portfolio analytics.
s100272,Movie,Title 0273,Unknown,"Actor A, Actor B",South Korea,2017-01-15,1996,TV-MA,72 min,Documentaries,A Netflix title used for portfolio analytics.
s100273,TV Show,Title 0274,Unknown,"Actor A, Actor B",United States,2012-03-27,2017,TV-MA,4 Seasons,Dramas,A Netflix title used for portfolio analytics.
s100274,Movie,Title 0275,Unknown,"Actor A, Actor B",,2013-12-07,1975,PG-13,124 min,Action & Adventure,A Netflix title used for portfolio analytics.
s100275,Movie,Title 0276,Director Z,Unknown,United States,2013-08-26,1992,NR,96 min,TV Dramas,A Netflix title used for portfolio analytics.
s100276,Movie,Title 0277,Director X,Unknown,"United States, Australia",2018-03-05,2008,PG,99 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.
s100277,TV Show,Title 0278,Unknown,Unknown,United States,2012-05-29,2010,PG-13,6 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s100278,Movie,Title 0279,Unknown,Unknown,Nigeria,2017-12-28,1987,TV-MA,101 min,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.
s100279,TV Show,Title 0280,Unknown,Unknown,France,2008-04-19,2012,TV-MA,2 Seasons,"Horror Movies, Kids' TV, Romantic Movies",A Netflix title used for portfolio analytics.
s100280,Movie,Title 0281,Unknown,Unknown,United States,2010-01-19,2011,PG-13,107 min,"International TV Shows, Romantic Movies",A Netflix title used for portfolio analytics.
s100281,TV Show,Title 0282,Director W,Unknown,Italy,2018-07-10,1995,R,4 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s100282,Movie,Title 0283,Unknown,Unknown,"Australia, Nigeria",2018-03-09,2006,TV-MA,104 min,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.
s100283,Movie,Title 0284,Director S,Unknown,India,2011-02-27,2016,TV-14,99 min,"Comedies, Dramas",A Netflix title used for portfolio analytics.
s100284,TV Show,Title 0285,Director U,Unknown,United States,2018-02-07,1991,TV-G,7 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s100285,Movie,Title 0286,Unknown,"Actor A, Actor B",United States,2015-03-05,2006,TV-MA,98 min,TV Dramas,A Netflix title used for portfolio analytics.
s100286,TV Show,Title 0287,Director F,Unknown,BRAZIL,2015-01-26,1991,R,4 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s100287,Movie,Title 0288,Unknown,Unknown,United Kingdom,2009-01-25,1996,TV-Y7,126 min,TV Dramas,A Netflix title used for portfolio analytics.
s100288,Movie,Title 0289,Unknown,Unknown,United States,2015-02-06,1977,TV-14,112 min,Documentaries,A Netflix title used for portfolio analytics.
s100289,Movie,Title 0290,Director M,"Actor A, Actor B",Germany,2020-10-06,2015,UR,131 min,Comedies,A Netflix title used for portfolio analytics.
s100290,Movie,Title 0291,Director J,Unknown,United States,2017-11-17,2001,TV-MA,75 min,International Movies,A Netflix title used for portfolio analytics.
s100291,Movie,Title 0292,Unknown,Unknown,Turkey,2009-07-28,2017,TV-MA,87 min,Horror Movies,A Netflix title used for portfolio analytics.
