listing_id,neighborhood,room_type,price_eur,minimum_nights,number_of_reviews,latitude,longitude,last_scraped
ATH-100305,Pangrati,Private room,81.05,1,19,38.011863,23.733609,2025-01-15
ATH-100306,Pangrati,Entire home/apt,92.28,2,16,37.950171,23.735108,2025-01-15
ATH-100307,Gazi,Entire home/apt,69.88,2,18,37.957276,23.74697,2025-01-15
ATH-100308,Syntagma,Entire home/apt,134.49,1,13,37.981015,23.688777,2025-01-15
ATH-100309,Neos Kosmos,Entire home/apt,112.82,1,19,37.997724,23.689839,2025-01-15
ATH-100310,Ilion,Private room,66.75,4,17,37.993772,23.703573,2025-01-15
ATH-100311,Kallithea,Entire home/apt,87.68,1,22,38.015198,23.70425,2025-01-15
ATH-100312,Vyronas,Private room,69.06,2,23,37.994264,23.748375,2025-01-15
ATH-100313,Ilion,Private room,50.36,2,19,38.012154,23.693797,2025-01-15
ATH-100314,Kypseli,Entire home/apt,75.78,1,21,38.002526,23.717242,2025-01-15
ATH-100315,Zografou,Entire home/apt,76.25,1,19,37.962524,23.747261,2025-01-15
ATH-100316,Kolonaki,Entire home/apt,154.77,3,23,38.013218,23.732093,2025-01-15
ATH-100317,Ilion,Entire home/apt,54.01,1,19,37.982824,23.667006,2025-01-15
ATH-100318,Zografou,Entire home/apt,40.39,2,11,38.001283,23.72631,2025-01-15
ATH-100319,Kallithea,Entire home/apt,116.61,7,20,37.963629,23.714062,2025-01-15
ATH-100320,Kolonaki,Entire home/apt,98.82,1,20,37.993241,23.749775,2025-01-15
ATH-100321,Kypseli,Private room,37.16,2,23,38.003023,23.723367,2025-01-15
ATH-100322,Kolonaki,Entire home/apt,125.15,5,19,37.96971,23.732297,2025-01-15
ATH-100323,Monastiraki,Private room,121.08,2,25,37.979843,23.750393,2025-01-15
ATH-100324,Monastiraki,Entire home/apt,147.82,4,13,37.998948,23.742321,2025-01-15
ATH-100325,Kallithea,Entire home/apt,45.16,1,16,37.999178,23.751632,2025-01-15
ATH-100326,Monastiraki,Entire home/apt,127.99,2,18,37.989513,23.722848,2025-01-15
ATH-100327,Ilion,Entire home/apt,66.0,5,23,37.980921,23.741683,2025-01-15
ATH-100328,Psiri,Private room,138.76,3,15,37.986083,23.728659,2025-01-15
ATH-100329,Plaka,Entire home/apt,209.36,1,16,38.003433,23.69899,2025-01-15
ATH-100330,Syntagma,Entire home/apt,123.77,1,20,37.994301,23.72072,2025-01-15
ATH-100331,Ilion,Entire home/apt,55.66,1,21,37.987791,23.715778,2025-01-15
ATH-100332,Ilion,Entire home/apt,59.12,2,19,37.973975,23.778139,2025-01-15
ATH-100333,Plaka,Entire home/apt,133.89,4,17,37.980073,23.723561,2025-01-15
ATH-100334,Syntagma,Entire home/apt,146.31,2,18,37.98646,23.732559,2025-01-15
ATH-100335,Koukaki,Entire home/apt,158.08,1,18,37.993213,23.742816,2025-01-15
ATH-100336,Psiri,Entire home/apt,147.25,2,11,37.991926,23.736228,2025-01-15
ATH-100337,Koukaki,Entire home/apt,€148.59,3,24,37.972207,23.729281,2025-01-15
ATH-100338,Psiri,Entire home/apt,141.16,1,20,37.998897,23.743843,2025-01-15
ATH-100339,Pangrati,Entire home/apt,141.08,2,17,37.986064,23.705333,2025-01-15
ATH-100340,Metaxourgeio,Entire home/apt,58.65,3,15,38.01041,23.716137,2025-01-15
ATH-100341,Syntagma,Private room,127.65,1,21,37.98246,23.717167,2025-01-15
ATH-100342,Kolonaki,Entire home/apt,93.32,3,24,37.996264,23.713501,2025-01-15
ATH-100343,Gazi,Private room,58.14,1,15,37.973451,23.732919,2025-01-15
ATH-100344,Zografou,Private room,38.21,4,25,37.972024,23.713129,2025-01-15
ATH-100345,Koukaki,Private room,63.75,1,24,37.971969,23.789557,2025-01-15
ATH-100346,Kallithea,Entire home/apt,53.1,7,13,37.993671,23.755901,2025-01-15
ATH-100347,Gazi,Entire home/apt,79.66,2,19,38.013078,23.74261,2025-01-15
ATH-100348,Plaka,Shared room,107.26,3,16,37.954556,23.6911,2025-01-15
ATH-100349,Kypseli,Entire home/apt,69.1,2,16,37.9923,23.721361,2025-01-15
ATH-100350,Vyronas,Entire home/apt,51.12,1,17,37.996432,23.6816,2025-01-15
ATH-100351,Kypseli,Entire home/apt,101.9,2,20,37.993826,23.70081,2025-01-15
ATH-100352,Kallithea,Entire home/apt,60.58,2,21,37.98375,23.714904,2025-01-15
ATH-100353,Neos Kosmos,Entire home/apt,176.4,2,19,37.990391,23.738628,2025-01-15
ATH-100354,Pangrati,Entire home/apt,68.88,2,15,37.999955,23.728604,2025-01-15
ATH-100355,Kypseli,Entire home/apt,63.49,1,18,37.990293,23.72385,2025-01-15
ATH-100356,Metaxourgeio,Entire home/apt,57.89,4,32,37.957352,23.714433,2025-01-15
ATH-100357,Kallithea,Private room,80.23,1,22,37.985665,23.758025,2025-01-15
ATH-100358,Kolonaki,Entire home/apt,184.33,2,17,37.969785,23.750346,2025-01-15
ATH-100359,Kolonaki,Entire home/apt,66.35,3,17,37.969551,23.723835,2025-01-15
ATH-100360,Koukaki,Entire home/apt,77.19,3,25,37.974314,23.725775,2025-01-15
ATH-100361,Psiri,Entire home/apt,79.88,1,8,38.009365,23.755021,2025-01-15
ATH-100362,Psiri,Entire home/apt,58.92,2,20,37.956954,23.717288,2025-01-15
ATH-100363,Syntagma,Entire home/apt,459.45,4,23,37.983072,23.738878,2025-01-15
ATH-100364,Pangrati,Entire home/apt,71.62,2,18,37.960414,23.761339,2025-01-15
ATH-100365,Exarcheia,Entire home/apt,74.62,1,15,37.982096,23.761943,2025-01-15
ATH-100366,Kypseli,Entire home/apt,€145.2,3,20,37.965056,23.702585,2025-01-15
ATH-100367,Kallithea,Entire home/apt,75.67,7,25,37.982835,23.754,2025-01-15
ATH-100368,Exarcheia,Entire home/apt,93.24,2,13,37.961404,23.71249,2025-01-15
ATH-100369,Psiri,Shared room,73.18,10,20,38.010143,23.716463,2025-01-15
ATH-100370,Kolonaki,Entire home/apt,158.25,3,18,37.960207,23.728049,2025-01-15
ATH-100371,Koukaki,Entire home/apt,89.41,3,14,37.98406,23.744087,2025-01-15
ATH-100372,Plaka,Private room,102.34,5,22,37.983077,23.725215,2025-01-15
ATH-100373,Zografou,Entire home/apt,73.14,3,12,37.972386,23.758042,2025-01-15
ATH-100374,Vyronas,Entire home/apt,36.33,2,18,38.001997,23.732849,2025-01-15
ATH-100375,Ilion,Entire home/apt,44.63,2,21,37.945871,23.740481,2025-01-15
ATH-100376,Vyronas,Entire home/apt,55.46,2,17,37.976756,23.735537,2025-01-15
ATH-100377,Zografou,Entire home/apt,€66.76,5,11,37.963022,23.73074,2025-01-15
ATH-100378,Koukaki,Entire home/apt,130.32,1,25,38.004644,23.718105,2025-01-15
ATH-100379,Plaka,Entire home/apt,198.77,3,15,37.981757,23.723869,2025-01-15
ATH-100380,Ilion,Entire home/apt,97.05,1,22,37.983997,23.730949,2025-01-15
ATH-100381,Exarcheia,Entire home/apt,46.42,1,18,37.966946,23.71975,2025-01-15
ATH-100382,Kolonaki,Entire home/apt,81.23,1,27,37.983207,23.758504,2025-01-15
ATH-100383,Vyronas,Private room,60.89,1,21,37.993266,23.733762,2025-01-15
ATH-100384,Kypseli,Entire home/apt,52.35,2,20,38.001755,23.739769,2025-01-15
ATH-100385,Gazi,Entire home/apt,96.91,1,20,37.950102,23.713112,2025-01-15
ATH-100386,Kallithea,Entire home/apt,96.43,1,14,37.990391,23.730633,2025-01-15
ATH-100387,Kallithea,Entire home/apt,59.81,3,23,37.9983,23.706883,2025-01-15
ATH-100388,Zografou,Entire home/apt,63.54,1,15,37.9867,23.739243,2025-01-15
ATH-100389,Pangrati,Entire home/apt,59.48,3,14,37.993872,23.720722,2025-01-15
ATH-100390,Ilion,Entire home/apt,72.66,4,19,38.00522,23.746385,2025-01-15
ATH-100391,Exarcheia,Entire home/apt,83.23,5,23,37.961242,23.743406,2025-01-15
ATH-100392,Koukaki,Entire home/apt,85.1,10,19,37.986424,23.689648,2025-01-15
ATH-100393,Gazi,Private room,59.34,1,16,37.965522,23.731493,2025-01-15
ATH-100394,Kallithea,Entire home/apt,66.97,2,23,37.988942,23.734492,2025-01-15
ATH-100395,Zografou,Entire home/apt,145.63,3,11,37.991114,23.744168,2025-01-15
ATH-100396,Monastiraki,Entire home/apt,148.15,1,18,37.964245,23.740499,2025-01-15
ATH-100397,Vyronas,Entire home/apt,€43.5,3,21,37.979865,23.738627,2025-01-15
ATH-100398,Exarcheia,Entire home/apt,116.91,1,25,37.993119,23.717233,2025-01-15
ATH-100399,Neos Kosmos,Entire home/apt,51.97,7,23,37.958273,23.723281,2025-01-15
ATH-100400,Kypseli,Entire home/apt,152.85,1,21,38.038498,23.710235,2025-01-15
ATH-100401,Koukaki,Entire home/apt,108.29,1,27,37.97168,23.720816,2025-01-15
ATH-100402,Metaxourgeio,Entire home/apt,84.31,4,20,37.982908,23.714695,2025-01-15
ATH-100403,Kallithea,Entire home/apt,76.77,3,23,37.96311,23.721467,2025-01-15
ATH-100404,Pangrati,Entire home/apt,119.22,1,18,37.985064,23.752359,2025-01-15
ATH-100405,Vyronas,Private room,53.96,4,14,38.004395,23.769433,2025-01-15
ATH-100406,Monastiraki,Entire home/apt,87.23,10,24,37.98226,23.718389,2025-01-15
ATH-100407,Kallithea,Entire home/apt,81.62,1,20,37.975837,23.701012,2025-01-15
ATH-100408,Kypseli,Entire home/apt,102.55,4,14,37.995461,23.734289,2025-01-15
ATH-100409,Kolonaki,Private room,171.85,10,20,37.972494,23.697982,2025-01-15
ATH-100410,Kypseli,Entire home/apt,43.35,1,17,37.976574,23.749314,2025-01-15
ATH-100411,Gazi,Entire home/apt,122.65,1,8,37.971853,23.683168,2025-01-15
ATH-100412,,Entire home/apt,127.33,1,16,37.970274,23.74717,2025-01-15
ATH-100413,Neos Kosmos,Entire home/apt,90.76,1,18,37.950453,23.710667,2025-01-15
ATH-100414,Koukaki,Entire home/apt,164.21,4,23,38.000186,23.755275,2025-01-15
ATH-100415,Kypseli,Entire home/apt,66.33,1,19,37.995051,23.732847,2025-01-15
ATH-100416,Monastiraki,Entire home/apt,94.39,1,17,37.98364,23.765932,2025-01-15
ATH-100417,Koukaki,Private room,124.66,4,18,37.974872,23.714319,2025-01-15
ATH-100418,Kallithea,Entire home/apt,96.6,5,19,37.98396,23.728359,2025-01-15
ATH-100419,Exarcheia,Entire home/apt,111.49,2,21,37.972298,23.739965,2025-01-15
ATH-100420,Kypseli,Private room,49.15,2,23,38.001059,23.720267,2025-01-15
ATH-100421,Koukaki,Entire home/apt,143.88,4,14,37.99646,23.773194,2025-01-15
ATH-100422,,Entire home/apt,42.75,2,17,37.958791,23.706543,2025-01-15
ATH-100423,Kypseli,Entire home/apt,94.75,3,23,37.956,23.714896,2025-01-15
ATH-100424,Monastiraki,Entire home/apt,87.99,4,13,37.996732,23.740803,2025-01-15
ATH-100425,Kallithea,Entire home/apt,119.11,4,16,37.981689,23.744456,2025-01-15
ATH-100426,Kolonaki,Entire home/apt,197.32,2,19,37.986189,23.72819,2025-01-15
ATH-100427,Gazi,Entire home/apt,179.03,1,21,37.981953,23.726547,2025-01-15
ATH-100428,Zografou,Entire home/apt,60.99,2,18,37.968921,23.722066,2025-01-15
ATH-100429,Neos Kosmos,Private room,75.16,2,18,37.96972,23.723341,2025-01-15
ATH-100430,Neos Kosmos,Entire home/apt,86.02,4,15,37.968858,23.723334,2025-01-15
ATH-100431,Syntagma,Entire home/apt,147.54,4,14,37.992548,23.756744,2025-01-15
ATH-100432,Ilion,Entire home/apt,34.5,2,12,37.959524,23.785501,2025-01-15
ATH-100433,Ilion,Entire home/apt,37.93,1,20,37.943179,23.722382,2025-01-15
ATH-100434,Zografou,Entire home/apt,58.46,1,21,37.935074,23.72137,2025-01-15
ATH-100435,Syntagma,Entire home/apt,73.99,1,12,37.987684,23.703114,2025-01-15
ATH-100436,Exarcheia,Entire home/apt,27.28,2,23,37.985666,23.702831,2025-01-15
ATH-100437,Vyronas,Private room,26.6,4,21,37.970248,23.740127,2025-01-15
ATH-100438,Ilion,Entire home/apt,48.76,4,19,37.99018,23.737546,2025-01-15
ATH-100439,Gazi,Entire home/apt,83.63,1,18,37.980063,23.722797,2025-01-15
ATH-100440,Kolonaki,Entire home/apt,196.88,4,20,37.981932,23.699243,2025-01-15
ATH-100441,Plaka,Entire home/apt,111.49,1,20,37.964859,23.743022,2025-01-15
ATH-100442,Pangrati,Private room,96.98,2,17,37.969403,23.713942,2025-01-15
ATH-100443,Kallithea,Entire home/apt,63.04,4,23,37.983236,23.729932,2025-01-15
ATH-100444,Plaka,Entire home/apt,177.19,3,16,37.967387,23.748505,2025-01-15
ATH-100445,Gazi,Private room,69.0,1,18,38.001109,23.704022,2025-01-15
ATH-100446,Kypseli,Entire home/apt,80.82,1,19,37.956325,23.734276,2025-01-15
ATH-100447,Monastiraki,Entire home/apt,242.48,1,13,37.959089,23.697157,2025-01-15
ATH-100448,Kolonaki,Entire home/apt,166.88,2,19,37.978146,23.719732,2025-01-15
ATH-100449,Exarcheia,Entire home/apt,85.99,7,12,38.004484,23.738957,2025-01-15
ATH-100450,Ilion,Entire home/apt,55.7,1,19,37.998331,23.720458,2025-01-15
ATH-100451,Kallithea,Entire home/apt,95.23,2,15,37.992364,23.729973,2025-01-15
ATH-100452,Kallithea,Entire home/apt,57.67,2,20,37.987776,23.714711,2025-01-15
ATH-100453,Kypseli,Private room,52.47,1,20,37.990136,23.725162,2025-01-15
ATH-100454,Kolonaki,Entire home/apt,152.02,3,21,38.001509,23.696806,2025-01-15
ATH-100455,Kolonaki,Private room,140.78,2,15,37.995299,23.719771,2025-01-15
ATH-100456,Monastiraki,Entire home/apt,194.79,1,19,37.980028,23.733625,2025-01-15
ATH-100457,Kolonaki,Entire home/apt,259.39,1,17,38.010376,23.740009,2025-01-15
ATH-100458,Pangrati,Entire home/apt,78.74,3,22,37.94192,23.781485,2025-01-15
ATH-100459,Koukaki,Entire home/apt,90.81,3,21,37.986622,23.689678,2025-01-15
ATH-100460,Kallithea,Private room,58.44,2,25,38.009579,23.716509,2025-01-15
ATH-100461,Kypseli,Entire home/apt,111.79,3,17,37.96234,23.739051,2025-01-15
ATH-100462,Syntagma,Entire home/apt,179.03,10,19,37.962999,23.747973,2025-01-15
ATH-100463,Neos Kosmos,Entire home/apt,604.96,5,17,37.974317,23.733951,2025-01-15
ATH-100464,Pangrati,Private room,125.75,2,16,37.994332,23.763163,2025-01-15
ATH-100465,Kypseli,Entire home/apt,56.05,5,13,37.944775,23.739121,2025-01-15
ATH-100466,Monastiraki,Private room,168.01,3,21,37.977618,23.753325,2025-01-15
ATH-100467,Monastiraki,Entire home/apt,98.4,3,12,37.956435,23.729512,2025-01-15
ATH-100468,Syntagma,Entire home/apt,133.8,5,16,37.996327,23.759896,2025-01-15
ATH-100469,Psiri,Entire home/apt,110.79,2,15,37.960053,23.734338,2025-01-15
ATH-100470,Monastiraki,Entire home/apt,154.58,1,18,37.993121,23.759596,2025-01-15
ATH-100471,Kypseli,Entire home/apt,60.04,1,17,37.97209,23.772302,2025-01-15
ATH-100472,Monastiraki,Entire home/apt,95.38,1,16,37.99815,23.737335,2025-01-15
ATH-100473,Zografou,Entire home/apt,114.76,7,17,37.992436,23.728126,2025-01-15
ATH-100474,Ilion,Entire home/apt,83.43,3,23,37.973261,23.7521,2025-01-15
ATH-100475,,Entire home/apt,91.12,3,18,38.009452,23.696976,2025-01-15
ATH-100476,Zografou,Private room,38.17,1,20,37.97564,23.782131,2025-01-15
ATH-100477,Plaka,Entire home/apt,109.0,3,11,37.977442,23.733189,2025-01-15
ATH-100478,Syntagma,Entire home/apt,150.9,3,16,37.975023,23.746466,2025-01-15
ATH-100479,Vyronas,Entire home/apt,65.8,1,23,37.973307,23.742987,2025-01-15
ATH-100480,Metaxourgeio,Private room,81.33,1,10,37.973661,23.753635,2025-01-15
ATH-100481,Zografou,Entire home/apt,35.13,2,15,37.960033,23.731994,2025-01-15
ATH-100482,Kypseli,Entire home/apt,96.69,1,21,37.99227,23.719103,2025-01-15
ATH-100483,Pangrati,Private room,95.56,3,17,37.960132,23.683543,2025-01-15
ATH-100484,Kallithea,Entire home/apt,58.5,3,12,37.970559,23.745256,2025-01-15
ATH-100485,Vyronas,Entire home/apt,57.89,2,20,37.995398,23.731517,2025-01-15
ATH-100486,Kypseli,Entire home/apt,73.26,4,19,37.966537,23.691049,2025-01-15
ATH-100487,Gazi,Private room,107.25,3,16,37.962771,23.722208,2025-01-15
ATH-100488,Pangrati,Entire home/apt,170.83,3,16,37.971179,23.720201,2025-01-15
ATH-100489,Gazi,Entire home/apt,139.74,2,20,37.985613,23.776516,2025-01-15
ATH-100490,Metaxourgeio,Entire home/apt,70.35,3,18,38.008203,23.716711,2025-01-15
ATH-100491,Ilion,Entire home/apt,79.27,2,28,37.98783,23.726603,2025-01-15
ATH-100492,Ilion,Private room,101.87,1,14,37.995753,23.735653,2025-01-15
ATH-100493,Psiri,Entire home/apt,110.17,2,27,37.958597,23.691954,2025-01-15
ATH-100494,Neos Kosmos,Private room,46.17,1,23,37.948556,23.74104,2025-01-15
ATH-100495,Ilion,Entire home/apt,€92.03,2,13,37.983633,23.714932,2025-01-15
ATH-100496,Plaka,Private room,209.17,1,26,37.993561,23.722372,2025-01-15
ATH-100497,Vyronas,Entire home/apt,62.05,1,17,37.988305,23.726285,2025-01-15
ATH-100498,Metaxourgeio,Entire home/apt,128.74,2,18,37.998531,23.741978,2025-01-15
ATH-100499,Kallithea,Private room,84.32,2,18,37.979165,23.741524,2025-01-15
ATH-100500,Neos Kosmos,Entire home/apt,134.76,7,19,38.001478,23.731355,2025-01-15
ATH-100501,Gazi,Entire home/apt,113.2,7,13,37.968799,23.722962,2025-01-15
ATH-100502,Vyronas,Entire home/apt,80.74,3,14,37.992256,23.722251,2025-01-15
ATH-100503,Syntagma,Entire home/apt,203.01,1,15,37.9558,23.759478,2025-01-15
ATH-100504,Koukaki,Entire home/apt,75.68,1,18,38.001382,23.725452,2025-01-15
ATH-100505,Ilion,Entire home/apt,65.93,10,20,38.004247,23.67448,2025-01-15
ATH-100506,Pangrati,Entire home/apt,81.08,1,18,37.992778,23.679755,2025-01-15
ATH-100507,Psiri,Entire home/apt,114.6,2,20,37.993096,23.696106,2025-01-15
ATH-100508,Syntagma,Entire home/apt,163.0,1,22,37.990587,23.745166,2025-01-15
ATH-100509,Monastiraki,Private room,223.14,3,18,37.965709,23.772575,2025-01-15
ATH-100510,Exarcheia,Shared room,105.82,2,13,37.973422,23.720746,2025-01-15
ATH-100511,Koukaki,Entire home/apt,130.06,4,14,37.981512,23.716457,2025-01-15
ATH-100512,Exarcheia,Entire home/apt,124.07,4,21,38.012156,23.728856,2025-01-15
ATH-100513,Zografou,Entire home/apt,99.92,2,19,37.983878,23.765059,2025-01-15
ATH-100514,Kolonaki,Entire home/apt,203.87,2,16,37.99729,23.753828,2025-01-15
ATH-100515,Syntagma,Entire home/apt,104.99,2,16,37.981124,23.741217,2025-01-15
ATH-100516,Gazi,Entire home/apt,125.87,1,18,37.99361,23.739255,2025-01-15
ATH-100517,Gazi,Entire home/apt,127.88,5,17,37.970318,23.7392,2025-01-15
ATH-100518,Psiri,Entire home/apt,109.42,1,18,37.997706,23.716303,2025-01-15
ATH-100519,Zografou,Entire home/apt,144.21,1,20,37.984482,23.712047,2025-01-15
ATH-100520,Monastiraki,Private room,106.59,3,15,37.9927,23.769186,2025-01-15
ATH-100521,Neos Kosmos,Entire home/apt,72.06,1,14,37.967036,23.743795,2025-01-15
ATH-100522,Pangrati,Entire home/apt,129.55,1,17,37.950907,23.720565,2025-01-15
ATH-100523,Monastiraki,Entire home/apt,149.21,2,16,37.98134,23.744427,2025-01-15
ATH-100524,Koukaki,Entire home/apt,92.74,7,20,37.963648,23.723295,2025-01-15
ATH-100525,Plaka,Private room,128.5,1,15,37.99593,23.717887,2025-01-15
ATH-100526,Kypseli,Entire home/apt,64.03,10,27,37.978378,23.723908,2025-01-15
ATH-100527,Zografou,Entire home/apt,52.6,1,24,37.985676,23.740071,2025-01-15
ATH-100528,Koukaki,Entire home/apt,134.2,4,18,38.014337,23.707257,2025-01-15
ATH-100529,Kypseli,Private room,74.04,1,21,37.957274,23.737751,2025-01-15
ATH-100530,Vyronas,Entire home/apt,51.54,2,12,37.961629,23.724347,2025-01-15
ATH-100531,Metaxourgeio,Private room,111.26,10,18,37.958407,23.710778,2025-01-15
ATH-100532,Gazi,Entire home/apt,67.58,1,27,37.953764,23.715196,2025-01-15
ATH-100533,Zografou,Entire home/apt,39.32,1,16,37.974411,23.759225,2025-01-15
ATH-100534,Kolonaki,Private room,178.95,2,13,37.988077,23.709536,2025-01-15
ATH-100535,Pangrati,Entire home/apt,72.5,2,12,37.963984,23.736585,2025-01-15
ATH-100536,Koukaki,Entire home/apt,115.92,1,27,37.989307,23.776724,2025-01-15
ATH-100537,Kolonaki,Entire home/apt,112.78,2,14,37.981783,23.709879,2025-01-15
ATH-100538,Vyronas,Entire home/apt,43.36,3,14,37.948301,23.738609,2025-01-15
ATH-100539,Psiri,Entire home/apt,92.95,3,17,37.945417,23.727286,2025-01-15
ATH-100540,Psiri,Entire home/apt,138.14,1,15,37.983708,23.703245,2025-01-15
ATH-100541,Syntagma,Private room,103.67,1,17,38.011091,23.711018,2025-01-15
ATH-100542,Gazi,Entire home/apt,53.8,3,24,37.96217,23.72644,2025-01-15
ATH-100543,Monastiraki,Private room,170.81,3,22,37.977856,23.725712,2025-01-15
ATH-100544,Monastiraki,Entire home/apt,108.57,2,22,37.969485,23.728435,2025-01-15
ATH-100545,Metaxourgeio,Entire home/apt,62.5,1,16,37.97511,23.716766,2025-01-15
ATH-100546,Syntagma,Entire home/apt,117.11,3,18,37.98368,23.751073,2025-01-15
ATH-100547,Plaka,Entire home/apt,114.26,1,16,37.979161,23.733549,2025-01-15
ATH-100548,Monastiraki,Entire home/apt,138.25,3,24,37.966025,23.742119,2025-01-15
ATH-100549,Koukaki,Entire home/apt,90.14,7,19,37.995509,23.72192,2025-01-15
ATH-100550,Pangrati,Entire home/apt,70.16,3,15,37.984874,23.751275,2025-01-15
ATH-100551,Kolonaki,Entire home/apt,150.26,1,16,37.968729,23.75513,2025-01-15
ATH-100552,Syntagma,Entire home/apt,123.38,2,15,37.990864,23.730057,2025-01-15
ATH-100553,Neos Kosmos,Entire home/apt,104.64,3,15,37.978409,23.696143,2025-01-15
ATH-100554,Koukaki,Entire home/apt,86.43,1,23,38.011905,23.741006,2025-01-15
ATH-100555,Metaxourgeio,Entire home/apt,89.45,7,23,37.990878,23.712084,2025-01-15
ATH-100556,Koukaki,Shared room,116.3,1,20,37.991814,23.748286,2025-01-15
ATH-100557,Psiri,Entire home/apt,158.27,4,21,37.973563,23.738953,2025-01-15
ATH-100558,Koukaki,Entire home/apt,176.5,1,12,37.942189,23.741399,2025-01-15
ATH-100559,Koukaki,Entire home/apt,126.19,4,17,37.9861,23.724191,2025-01-15
ATH-100560,Vyronas,Entire home/apt,34.11,1,20,38.011486,23.755603,2025-01-15
ATH-100561,Gazi,Entire home/apt,112.88,1,11,37.977425,23.737402,2025-01-15
ATH-100562,Plaka,Entire home/apt,309.56,1,15,38.007283,23.691909,2025-01-15
ATH-100563,Neos Kosmos,Entire home/apt,106.56,2,24,38.006618,23.678539,2025-01-15
ATH-100564,Plaka,Entire home/apt,183.04,2,16,37.969792,23.775813,2025-01-15
ATH-100565,Metaxourgeio,Entire home/apt,95.89,2,21,37.987006,23.753112,2025-01-15
ATH-100566,Ilion,Private room,55.7,2,17,37.994098,23.737971,2025-01-15
ATH-100567,Pangrati,Private room,93.83,2,17,38.008511,23.70307,2025-01-15
ATH-100568,Vyronas,Entire home/apt,83.29,1,12,37.935883,23.739766,2025-01-15
ATH-100569,Psiri,Private room,176.82,2,14,37.988071,23.692435,2025-01-15
ATH-100570,Zografou,Entire home/apt,128.36,1,18,37.991797,23.756694,2025-01-15
ATH-100571,Plaka,Entire home/apt,107.33,3,21,37.94633,23.750844,2025-01-15
ATH-100572,Gazi,Entire home/apt,88.49,1,19,37.99909,23.760237,2025-01-15
ATH-100573,Ilion,Private room,61.19,3,22,37.997737,23.694417,2025-01-15
ATH-100574,Metaxourgeio,Entire home/apt,63.06,1,20,37.95999,23.718749,2025-01-15
ATH-100575,Monastiraki,Entire home/apt,155.27,2,21,37.997972,23.7268,2025-01-15
ATH-100576,Metaxourgeio,Private room,68.46,1,25,37.985432,23.675069,2025-01-15
ATH-100577,Neos Kosmos,Entire home/apt,56.18,1,15,37.952183,23.753789,2025-01-15
ATH-100578,Syntagma,Entire home/apt,133.0,2,16,38.005828,23.717353,2025-01-15
ATH-100579,Kallithea,Entire home/apt,67.91,3,18,37.957577,23.706231,2025-01-15
ATH-100580,Neos Kosmos,Entire home/apt,44.5,3,24,37.959837,23.784462,2025-01-15
