show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s00181,TV Show,Title 0181,R,1989,"November 02, 2016",4 Seasons,United States,"Kids' TV, Action & Adventure",A short description.,2016-11-02,4,Seasons,2016.0
s00182,TV Show,Title 0182,UR,1974,"January 29, 2014",4 Seasons,"Nigeria, India",Documentaries,A short description.,2014-01-29,4,Seasons,2014.0
s00183,Movie,Title 0183,TV-PG,1982,"June 11, 2010",69 min,,"Thrillers, TV Dramas",A short description.,2010-06-11,69,Minutes,2010.0
s00184,Movie,Title 0184,PG,1999,"June 02, 2012",66 min,,"Horror Movies, Comedies",A short description.,2012-06-02,66,Minutes,2012.0
s00185,TV Show,Title 0185,TV-MA,2014,"October 05, 2014",4 Seasons,United States,"TV Comedies, Thrillers",A short description.,2014-10-05,4,Seasons,2014.0
s00186,TV Show,Title 0186,TV-14,1984,2013-11-30,8 Seasons,Japan,"Dramas, Kids' TV",A short description.,,8,Seasons,
s00187,Movie,Title 0187,TV-G,1974,"January 27, 2019",116 min,Germany,Independent Movies,A short description.,2019-01-27,116,Minutes,2019.0
s00188,Movie,Title 0188,UR,2004,"July 30, 2016",153 min,Thailand,Action & Adventure,A short description.,2016-07-30,153,Minutes,2016.0
s00189,TV Show,Title 0189,TV-PG,1987,"December 27, 2020",4 Seasons,Canada,"TV Comedies, Thrillers, Documentaries",A short description.,2020-12-27,4,Seasons,2020.0
s00190,Movie,Title 0190,TV-14,1977,"December 07, 2011",61 min,United States,"Comedies, Romantic Movies",A short description.,2011-12-07,61,Minutes,2011.0
s00191,TV Show,Title 0191,TV-14,1982,"January 27, 2014",7 Seasons,Japan,"TV Comedies, Comedies",A short description.,2014-01-27,7,Seasons,2014.0
s00192,Movie,Title 0192,TV-MA,1988,"December 17, 2010",151 min,South Korea,"TV Comedies , Kids' TV",A short description.,2010-12-17,151,Minutes,2010.0
s00193,Movie,Title 0193,TV-Y,1959,"March 22, 2010",172 min,Australia,TV Comedies,A short description.,2010-03-22,172,Minutes,2010.0
s00194,TV Show,Title 0194,PG,1954,"June 04, 2015",4 Seasons,Thailand,Sports Movies,A short description.,2015-06-04,4,Seasons,2015.0
s00195,Movie,Title 0195,TV-14,1997,"April 05, 2017",152 min,Mexico,"Action & Adventure, Romantic Movies",A short description.,2017-04-05,152,Minutes,2017.0
s00196,Movie,Title 0196,TV-MA,1962,"January 15, 2013",146 min,Mexico,"Thrillers, Dramas",A short description.,2013-01-15,146,Minutes,2013.0
s00197,Movie,Title 0197,TV-14,1987,2010-07-27,124 min,United Kingdom,Dramas,A short description.,,124,Minutes,
s00198,TV Show,Title 0198,TV-MA,2005,"October 28, 2019",7 Seasons,Germany,TV Dramas,A short description.,2019-10-28,7,Seasons,2019.0
s00199,Movie,Title 0199,R,1965,"March 30, 2017",170 min,United Kingdom,Romantic Movies,A short description.,2017-03-30,170,Minutes,2017.0
s00200,Movie,Title 0200,TV-PG,1977,"October 29, 2017",165 min,Japan,"Sports Movies, Action & Adventure",A short description.,2017-10-29,165,Minutes,2017.0
s00201,TV Show,Title 0201,TV-MA,2019,"November 14, 2015",6 Seasons,Mexico,International Movies,A short description.,2015-11-14,6,Seasons,2015.0
s00202,Movie,Title 0202,TV-PG,1952,"June 13, 2014",115 min,Spain,"Thrillers, Independent Movies, Kids' TV",A short description.,2014-06-13,115,Minutes,2014.0
s00203,Movie,Title 0203,,2003,"August 24, 2014",166 min,France,"Action & Adventure, Documentaries",A short description.,2014-08-24,166,Minutes,2014.0
s00204,Movie,Title 0204,TV-MA,1961,"May 20, 2018",152,South Africa,"TV Comedies, Sports Movies, Independent Movies",A short description.,2018-05-20,152,Minutes,2018.0
s00205,Movie,Title 0205,TV-14,2014,"July 02, 2012",84 min,South Korea,Sports Movies,A short description.,2012-07-02,84,Minutes,2012.0
s00206,Movie,Title 0206,TV-14,1979,,66 min,Turkey,"Independent Movies, Documentaries",A short description.,,66,Minutes,
s00207,Movie,Title 0207,TV-MA,1950,"May 20, 2013",96 min,Canada,Independent Movies,A short description.,2013-05-20,96,Minutes,2013.0
s00208,TV Show,Title 0208,TV-14,2000,"September 28, 2015",7 Seasons,South Korea,Horror Movies,A short description.,2015-09-28,7,Seasons,2015.0
s00209,Movie,Title 0209,TV-PG,1960,"August 24, 2020",103 min,"South Korea, South Africa","Documentaries, Action & Adventure",A short description.,2020-08-24,103,Minutes,2020.0
s00210,Movie,Title 0210,TV-MA,1975,"February 25, 2020",132 min,"South Korea, Germany","Dramas, Comedies",A short description.,2020-02-25,132,Minutes,2020.0
s00211,TV Show,Title 0211,TV-MA,1985,"March 15, 2012",7 Seasons,"United Kingdom, Japan","TV Dramas, Documentaries",A short description.,2012-03-15,7,Seasons,2012.0
s00212,Movie,Title 0212,NR,2002,"May 06, 2020",132 min,Japan,"Thrillers, Kids' TV, Horror Movies",A short description.,2020-05-06,132,Minutes,2020.0
s00213,Movie,Title 0213,TV-14,1979,"June 11, 2013",145 min,United Kingdom,"Kids' TV, Thrillers",A short description.,2013-06-11,145,Minutes,2013.0
s00214,TV Show,Title 0214,TV-PG,2010,"September 29, 2019",5 Seasons,Brazil,"International Movies, Horror Movies",A short description.,2019-09-29,5,Seasons,2019.0
s00215,TV Show,Title 0215,TV-PG,1984,2012-11-24,4 Seasons,Spain,TV Comedies,A short description.,,4,Seasons,
s00216,TV Show,Title 0216,G,1974,"January 30, 2015",6 Seasons,Brazil,"Action & Adventure, Kids' TV",A short description.,2015-01-30,6,Seasons,2015.0
s00217,Movie,Title 0217,PG-13,1973,"February 01, 2020",98 min,Brazil,Romantic Movies,A short description.,2020-02-01,98,Minutes,2020.0
s00218,Movie,Title 0218,G,2006,"July 01, 2013",85 min,,"Kids' TV, Comedies",A short description.,2013-07-01,85,Minutes,2013.0
s00219,TV Show,Title 0219,TV-PG,1997,"November 13, 2016",5 Seasons,Nigeria,Thrillers,A short description.,2016-11-13,5,Seasons,2016.0
s00220,Movie,Title 0220,TV-14,1959,"May 30, 2010",163 min,South Korea,"Thrillers, Kids' TV",A short description.,2010-05-30,163,Minutes,2010.0
s00221,Movie,Title 0221,TV-14,2003,"December 14, 2020",115,Spain,"Romantic Movies, Kids' TV",A short description.,2020-12-14,115,Minutes,2020.0
s00222,Movie,Title 0222,TV-14,1979,"August 11, 2014",117 min,Australia,Dramas,A short description.,2014-08-11,117,Minutes,2014.0
s00223,TV Show,Title 0223,TV-14,1974,"May 17, 2017",2 Seasons,Germany,"Sports Movies, TV Dramas, Action & Adventure",A short description.,2017-05-17,2,Seasons,2017.0
s00224,Movie,Title 0224,TV-MA,1956,"July 05, 2015",96 min,Brazil,"Documentaries, Comedies",A short description.,2015-07-05,96,Minutes,2015.0
s00225,Movie,Title 0225,TV-14,2020,"October 10, 2014",60 min,"India, Thailand, Nigeria",Independent Movies,A short description.,2014-10-10,60,Minutes,2014.0
s00226,TV Show,Title 0226,TV-14,1953,"June 21, 2014",2 Seasons,United States,"Kids' TV, Sports Movies",A short description.,2014-06-21,2,Seasons,2014.0
s00227,Movie,Title 0227,TV-MA,2020,"March 13, 2010",150 min,"United States, Nigeria","Horror Movies, Romantic Movies",A short description.,2010-03-13,150,Minutes,2010.0
s00228,Movie,Title 0228,TV-MA,1954,"January 19, 2013",94 min,France,"Sports Movies, Romantic Movies",A short description.,2013-01-19,94,Minutes,2013.0
s00229,Movie,Title 0229,PG-13,1985,"March 10, 2014",113 min,"India, United States","Romantic Movies, Action & Adventure",A short description.,2014-03-10,113,Minutes,2014.0
s00230,Movie,Title 0230,TV-PG,1957,"January 23, 2014",121 min,Australia,"International Movies, Documentaries",A short description.,2014-01-23,121,Minutes,2014.0
s00231,Movie,Title 0231,PG,1984,"January 04, 2013",177 min,Japan,"Action & Adventure, Independent Movies",A short description.,2013-01-04,177,Minutes,2013.0
s00232,Movie,Title 0232,TV-PG,2009,"January 25, 2017",140 min,Germany,Action & Adventure,A short description.,2017-01-25,140,Minutes,2017.0
s00233,Movie,Title 0233,NR,1991,"February 14, 2019",103 min,Canada,"International Movies, TV Comedies",A short description.,2019-02-14,103,Minutes,2019.0
s00234,Movie,Title 0234,PG,1988,"October 22, 2019",146 min,Turkey,"TV Comedies, International Movies",A short description.,2019-10-22,146,Minutes,2019.0
s00235,TV Show,Title 0235,TV-MA,1958,"September 11, 2020",7 Seasons,Thailand,Sports Movies,A short description.,2020-09-11,7,Seasons,2020.0
s00236,TV Show,Title 0236,,2017,"February 23, 2017",8 Seasons,Japan,"TV Dramas, Thrillers",A short description.,2017-02-23,8,Seasons,2017.0
s00237,Movie,Title 0237,TV-MA,1976,"July 10, 2014",175 min,Mexico,"Romantic Movies, Documentaries",A short description.,2014-07-10,175,Minutes,2014.0
s00238,TV Show,Title 0238,TV-PG,1988,"February 09, 2017",3 Seasons,Brazil,Sports Movies,A short description.,2017-02-09,3,Seasons,2017.0
s00239,Movie,Title 0239,PG,2013,"June 16, 2011",173 min,South Africa,TV Dramas,A short description.,2011-06-16,173,Minutes,2011.0
s00240,Movie,Title 0240,TV-14,1994,"December 27, 2018",101 min,South Korea,Dramas,A short description.,2018-12-27,101,Minutes,2018.0
s00241,TV Show,Title 0241,TV-PG,2002,"November 20, 2015",7 Seasons,Canada,"Horror Movies, Documentaries",A short description.,2015-11-20,7,Seasons,2015.0
s00242,TV Show,Title 0242,TV-14,1963,"October 26, 2011",2 Seasons,United Kingdom,"Kids' TV, Romantic Movies",A short description.,2011-10-26,2,Seasons,2011.0
s00243,Movie,Title 0243,TV-MA,1982,"September 07, 2014",123 min,"France, Germany, Turkey","Comedies, Sports Movies, Action & Adventure",A short description.,2014-09-07,123,Minutes,2014.0
s00244,Movie,Title 0244,TV-MA,1988,"April 24, 2013",85 min,Japan,Romantic Movies,A short description.,2013-04-24,85,Minutes,2013.0
s00245,Movie,Title 0245,TV-MA,1962,"November 05, 2013",126 min,Australia,International Movies,A short description.,2013-11-05,126,Minutes,2013.0
s00246,TV Show,Title 0246,TV-MA,1977,"July 23, 2010",5 Seasons,Canada,Thrillers,A short description.,2010-07-23,5,Seasons,2010.0
s00247,Movie,Title 0247,TV-PG,2009,"March 06, 2010",151 min,"Nigeria, Thailand","Horror Movies, Documentaries",A short description.,2010-03-06,151,Minutes,2010.0
s00248,Movie,Title 0248,TV-14,2016,"November 05, 2013",111 min,South Africa,"Dramas, Thrillers, Documentaries",A short description.,2013-11-05,111,Minutes,2013.0
s00249,Movie,Title 0249,TV-14,2008,"April 27, 2013",155 min,United Kingdom,International Movies,A short description.,2013-04-27,155,Minutes,2013.0
s00250,Movie,Title 0250,R,2016,"December 27, 2020",67 min,Thailand,"Action & Adventure, Comedies",A short description.,2020-12-27,67,Minutes,2020.0
s00251,TV Show,Title 0251,TV-MA,2020,"November 21, 2012",4 Seasons,Spain,"Horror Movies, Independent Movies",A short description.,2012-11-21,4,Seasons,2012.0
s00252,TV Show,Title 0252,TV-MA,1964,"August 16, 2013",1 Season,Germany,"Kids' TV, Dramas",A short description.,2013-08-16,1,Seasons,2013.0
s00253,Movie,Title 0253,PG-13,2010,01/26/2020,153 min,"Thailand, United Kingdom",Action & Adventure,A short description.,,153,Minutes,
s00254,Movie,Title 0254,TV-Y,1994,"June 17, 2019",140 min,Japan,TV Comedies,A short description.,2019-06-17,140,Minutes,2019.0
s00255,Movie,Title 0255,TV-14,2010,"August 17, 2010",129 min,United States,Kids' TV,A short description.,2010-08-17,129,Minutes,2010.0
s00256,TV Show,Title 0256,TV-MA,1995,"December 11, 2010",8 Seasons,Canada,TV Comedies,A short description.,2010-12-11,8,Seasons,2010.0
s00257,TV Show,Title 0257,PG,1958,"January 17, 2011",3 Seasons,Thailand,"International Movies, Romantic Movies, Horror Movies",A short description.,2011-01-17,3,Seasons,2011.0
s00258,Movie,Title 0258,UR,1989,"January 22, 2015",96 min,South Africa,"Romantic Movies, Independent Movies",A short description.,2015-01-22,96,Minutes,2015.0
s00259,Movie,Title 0259,TV-14,2003,"April 19, 2016",95 min,Brazil,Romantic Movies,A short description.,2016-04-19,95,Minutes,2016.0
s00260,Movie,Title 0260,TV-MA,1958,"November 13, 2013",151 min,India,Thrillers,A short description.,2013-11-13,151,Minutes,2013.0
s00261,Movie,Title 0261,TV-MA,1985,"February 22, 2010",108 min,Canada,Documentaries,A short description.,2010-02-22,108,Minutes,2010.0
s00262,TV Show,Title 0262,TV-PG,1996,"March 20, 2012",2 Seasons,Thailand,Comedies,A short description.,2012-03-20,2,Seasons,2012.0
s00263,Movie,Title 0263,TV-Y,1982,"October 05, 2016",80 min,France,International Movies,A short description.,2016-10-05,80,Minutes,2016.0
s00264,Movie,Title 0264,R,2006,"February 05, 2014",145 min,France,Documentaries,A short description.,2014-02-05,145,Minutes,2014.0
s00265,TV Show,Title 0265,TV-14,1959,"May 12, 2011",1 Season,Germany,Documentaries,A short description.,2011-05-12,1,Seasons,2011.0
s00266,Movie,Title 0266,TV-PG,1974,"September 30, 2016",129 min,Brazil,"Dramas, International Movies, Sports Movies",A short description.,2016-09-30,129,Minutes,2016.0
s00267,Movie,Title 0267,G,2017,"May 25, 2015",172 min,"Japan, South Africa","Independent Movies, Kids' TV, Sports Movies",A short description.,2015-05-25,172,Minutes,2015.0
s00268,Movie,Title 0268,TV-14,1986,"May 05, 2020",72 min,Thailand,"Independent Movies, International Movies",A short description.,2020-05-05,72,Minutes,2020.0
s00269,Movie,Title 0269,PG,1962,"April 16, 2019",117 min,United States,Horror Movies,A short description.,2019-04-16,117,Minutes,2019.0
s00270,Movie,Title 0270,TV-14,1958,"June 09, 2010",66 min,South Africa,"Action & Adventure, TV Dramas",A short description.,2010-06-09,66,Minutes,2010.0
s00271,Movie,Title 0271,TV-14,1992,"December 16, 2019",101 min,Australia,"TV Comedies, Dramas",A short description.,2019-12-16,101,Minutes,2019.0
s00272,Movie,Title 0272,TV-PG,2016,"July 19, 2010",172 min,Japan,Sports Movies,A short description.,2010-07-19,172,Minutes,2010.0
s00273,Movie,Title 0273,TV-14,1953,"April 21, 2015",135 min,South Korea,"Independent Movies, Thrillers",A short description.,2015-04-21,135,Minutes,2015.0
s00274,Movie,Title 0274,,1957,"December 02, 2019",146 min,India,"Documentaries, Action & Adventure",A short description.,2019-12-02,146,Minutes,2019.0
s00275,TV Show,Title 0275,TV-14,1976,10/19/2020,7 Seasons,Germany,"Independent Movies, International Movies, TV Comedies",A short description.,,7,Seasons,
s00276,Movie,Title 0276,TV-14,1964,"April 01, 2010",111,Australia,Kids' TV,A short description.,2010-04-01,111,Minutes,2010.0
s00277,Movie,Title 0277,TV-14,1958,"October 17, 2010",100 min,South Africa,"International Movies, Independent Movies",A short description.,2010-10-17,100,Minutes,2010.0
s00278,Movie,Title 0278,TV-PG,1971,"August 27, 2012",71,Germany,Documentaries,A short description.,2012-08-27,71,Minutes,2012.0
s00279,TV Show,Title 0279,TV-14,1995,"January 15, 2013",8 Seasons,United States,"Thrillers, Dramas",A short description.,2013-01-15,8,Seasons,2013.0
s00280,TV Show,Title 0280,PG-13,2008,"January 27, 2013",7 Seasons,United States,"Comedies, Kids' TV",A short description.,2013-01-27,7,Seasons,2013.0
s00281,Movie,Title 0281,TV-14,1971,"August 02, 2014",83 min,Spain,"Sports Movies, Thrillers",A short description.,2014-08-02,83,Minutes,2014.0
s00282,Movie,Title 0282,TV-14,1999,"July 05, 2013",157 min,Brazil,"Sports Movies, Kids' TV, Documentaries",A short description.,2013-07-05,157,Minutes,2013.0
s00283,Movie,Title 0283,TV-PG,2008,"May 30, 2016",157 min,South Korea,"TV Dramas, Comedies",A short description.,2016-05-30,157,Minutes,2016.0
s00284,Movie,Title 0284,TV-MA,1950,"May 25, 2019",105 min,Canada,Documentaries,A short description.,2019-05-25,105,Minutes,2019.0
s00285,Movie,Title 0285,R,2010,"January 03, 2016",88 min,South Korea,International Movies,A short description.,2016-01-03,88,Minutes,2016.0
s00286,Movie,Title 0286,TV-14,1963,"August 26, 2013",126 min,South Korea,Horror Movies,A short description.,2013-08-26,126,Minutes,2013.0
s00287,Movie,Title 0287,TV-14,1998,"April 01, 2016",117 min,South Korea,TV Comedies,A short description.,2016-04-01,117,Minutes,2016.0
s00288,Movie,Title 0288,R,2003,"October 28, 2016",169 min,Australia,Kids' TV,A short description.,2016-10-28,169,Minutes,2016.0
s00289,Movie,Title 0289,PG-13,2010,"November 11, 2019",169,Spain,Sports Movies,A short description.,2019-11-11,169,Minutes,2019.0
s00290,Movie,Title 0290,G,1978,"June 03, 2020",143 min,South Africa,Romantic Movies,A short description.,2020-06-03,143,Minutes,2020.0
s00291,TV Show,Title 0291,TV-14,1996,01/20/2013,4 Seasons,Nigeria,"Horror Movies, TV Comedies",A short description.,,4,Seasons,
s00292,Movie,Title 0292,TV-14,1951,"February 07, 2020",123 min,Mexico,Comedies,A short description.,2020-02-07,123,Minutes,2020.0
s00293,TV Show,Title 0293,R,1981,"December 27, 2018",7 Seasons,Germany,"Comedies, Action & Adventure, Kids' TV",A short description.,2018-12-27,7,Seasons,2018.0
s00294,Movie,Title 0294,TV-PG,2018,"May 31, 2011",82 min,United Kingdom,"Kids' TV, Independent Movies",A short description.,2011-05-31,82,Minutes,2011.0
s00295,TV Show,Title 0295,TV-PG,1961,"February 21, 2016",3 Seasons,Thailand,"Independent Movies, Romantic Movies",A short description.,2016-02-21,3,Seasons,2016.0
s00296,TV Show,Title 0296,TV-PG,1960,"September 04, 2011",7 Seasons,Thailand,"Thrillers, Romantic Movies",A short description.,2011-09-04,7,Seasons,2011.0
s00297,Movie,Title 0297,PG-13,1999,"May 25, 2015",123 min,United Kingdom,"Comedies, Independent Movies",A short description.,2015-05-25,123,Minutes,2015.0
s00298,TV Show,Title 0298,TV-MA,1986,"June 29, 2010",8 Seasons,Spain,Thrillers,A short description.,2010-06-29,8,Seasons,2010.0
s00299,TV Show,Title 0299,TV-PG,1982,"April 18, 2013",2 Seasons,Australia,"Horror Movies, Sports Movies, Romantic Movies",A short description.,2013-04-18,2,Seasons,2013.0
s00300,Movie,Title 0300,TV-MA,1967,"June 20, 2016",161 min,"South Africa, United Kingdom",TV Dramas,A short description.,2016-06-20,161,Minutes,2016.0
s00301,TV Show,Title 0301,TV-14,1962,"May 06, 2013",8 Seasons,Spain,"Independent Movies, Comedies, TV Comedies",A short description.,2013-05-06,8,Seasons,2013.0
s00302,Movie,Title 0302,R,2002,"February 10, 2010",109 min,Thailand,"Documentaries, Dramas, TV Dramas",A short description.,2010-02-10,109,Minutes,2010.0
s00303,Movie,Title 0303,TV-14,1975,04/10/2014,162 min,"United States, Mexico","Thrillers, International Movies",A short description.,,162,Minutes,
s00304,Movie,Title 0304,TV-14,2005,"May 26, 2018",115 min,France,"Romantic Movies, Independent Movies",A short description.,2018-05-26,115,Minutes,2018.0
s00305,TV Show,Title 0305,UR,1981,"July 03, 2011",1 Season,United Kingdom,"TV Comedies , International Movies",A short description.,2011-07-03,1,Seasons,2011.0
s00306,Movie,Title 0306,PG-13,1978,"March 31, 2015",132 min,Spain,"TV Dramas, Romantic Movies",A short description.,2015-03-31,132,Minutes,2015.0
